position,length,weight
0,104.193863,1047.799642
3,100.4729468,1086.370192
6,103.6449427,1111.993606
9,100.6044919,1164.721437
12,101.0630167,1212.641517
15,104.3567802,1252.479152
18,101.3051194,1347.608636
21,101.8867719,1400.50001
24,104.7903871,1435.752122
27,101.3441754,1450.2656
30,102.2206778,1557.852754
33,104.8356997,1565.111533
36,104.4012498,1662.636942
39,100.8373888,1657.144909
42,100.9293472,1736.762629
45,104.189364,1751.375396
48,103.5341225,1800.526026
51,102.436694,1941.941009
54,100.4487632,1907.426614
57,100.0346157,1962.734197
60,103.0608826,2090.260054
63,100.8541129,2074.479599
66,101.8103322,2161.435377
69,104.7695481,2157.813833
72,103.9568986,2216.420134
75,100.4974045,2310.140923
78,103.5292769,2314.329931
81,103.9670098,2434.847191
84,102.0085445,2414.712894
87,101.6585514,2558.463769
90,103.5318779,2584.252714
93,107.9819125,2578.226027
96,118.1872269,2616.193747
99,123.3125507,2556.042006
102,132.5161946,2567.625902
105,133.4577196,2576.417263
108,146.1902947,2552.986286
111,147.0813203,2571.355001
114,154.6761509,2539.354319
117,163.3520467,2514.579692
120,168.4273036,2551.568683
123,177.1161563,2554.241233
126,188.6762583,2558.06767
129,189.0974688,2522.333648
132,201.2398404,2560.246914
135,200.488671,2516.830028
138,208.630967,2591.86071
141,215.8860281,2588.55574
144,222.7337723,2515.577155
147,235.4717035,2574.10269
150,234.2345905,2565.680412
153,244.0489973,2566.315485
156,250.7314253,2509.7934
159,264.9230581,2622.15305
162,264.0945686,2518.843355
165,267.8394524,2502.112316
168,286.2823912,2524.775647
171,286.6010826,2501.193985
174,288.86223,2603.170337
177,305.992849,2611.187146
180,308.3160098,2576.431435
183,301.4289472,2543.54762
186,301.7885599,2463.158387
189,300.9482908,2397.300552
192,312.8501839,2412.879686
195,314.3655264,2313.861357
198,313.8076677,2234.798015
201,309.8871693,2231.523301
204,301.4621559,2126.719114
207,312.3548199,2096.54243
210,306.4116366,2090.195121
213,300.183082,2000.165494
216,308.4459193,1985.041912
219,312.2118833,1859.748257
222,313.3551519,1887.140014
225,314.8937825,1759.65561
228,302.4367212,1776.513128
231,310.5021667,1676.448298
234,302.3124295,1660.395434
237,308.4634647,1564.176365
240,308.8892176,1562.097921
243,310.3687472,1487.795023
246,309.9146359,1467.894501
249,303.6653725,1402.052407
252,300.9846902,1354.727933
255,313.6993648,1286.358287
258,301.1232162,1249.238827
261,303.5293996,1189.042421
264,307.5084079,1124.738998
267,304.2015443,1079.786382
180,309.3083779,1032.684177
183,304.4063785,1029.906268
186,290.1920324,1023.834937
189,284.4903959,1019.093444
192,283.4059294,1003.821124
195,271.7752569,1034.57311
198,264.7765604,1041.75138
201,255.117886,1032.116091
204,247.6401239,1026.881008
207,243.815521,1012.388587
210,244.0763434,1044.418352
213,234.0163609,1038.930261
216,221.6107249,1041.995976
219,222.2194129,1043.511376
222,211.7398714,1018.547035
225,209.0353414,1013.492746
228,193.5841672,1048.951836
231,192.6453288,1046.97575
234,181.5704154,1038.220539
237,176.3088789,1017.249091
240,167.0369611,1018.064535
243,164.5172029,1019.298235
246,158.3447918,1044.516434
249,151.1647545,1001.173227
252,146.9595289,1018.137592
255,133.3980781,1026.753793
258,131.1933251,1045.563108
261,123.9555217,1003.374516
264,114.0353466,1023.169919
267,109.4213939,1022.449251
