position,length,weight
0,100.2799748,1037.592974
3,102.5730786,1094.771453
6,104.6636929,1143.290233
9,100.1690965,1164.420422
12,104.9275747,1232.073331
15,100.3864087,1291.564065
18,100.8692172,1331.308673
21,100.9290004,1355.223916
24,100.9370539,1446.991815
27,102.4053182,1483.596088
30,104.916205,1529.978819
33,102.2568788,1613.601574
36,100.990985,1666.403219
39,100.2908832,1669.439367
42,104.1718627,1773.934926
45,104.1791095,1771.428918
48,102.3671754,1804.904555
51,103.4201232,1917.360816
54,104.3654555,1964.876959
57,100.4890039,1967.628606
60,103.7468015,2001.017019
63,103.6854986,2054.520392
66,103.1944332,2188.419873
69,101.6097726,2248.463611
72,101.2947599,2229.733108
75,101.7970203,2296.186006
78,101.1977641,2314.102615
81,104.6939738,2357.089356
84,104.7855208,2433.575306
87,104.2242333,2477.256415
90,103.7472163,2604.97989
93,106.8895064,2543.002478
96,115.0111528,2552.32242
99,123.2844648,2571.637767
102,129.6497808,2543.547216
105,136.2375764,2623.626991
108,141.0227669,2546.626756
111,148.6536594,2606.199585
114,153.7035481,2594.72379
117,161.2829858,2599.226308
120,170.1080101,2583.220965
123,175.1055219,2555.993987
126,182.6625562,2500.187327
129,187.4526217,2614.966941
132,199.2197039,2596.01778
135,208.057354,2608.280008
138,211.6436444,2530.820051
141,223.9934016,2603.766183
144,228.6522604,2531.928117
147,235.5463387,2544.317835
150,244.9135736,2508.258355
153,248.8807833,2622.36139
156,252.6832423,2575.223306
159,258.6382071,2515.044261
162,261.615086,2516.448118
165,268.8479576,2512.893237
168,282.5902481,2594.613737
171,281.9074888,2571.229567
174,299.9130693,2503.175501
177,300.6256088,2523.177875
180,310.5178292,2552.18481
183,311.9312883,2524.151629
186,300.6163595,2490.07182
189,314.1044583,2386.88802
192,302.1034965,2334.083498
195,301.8461853,2309.418119
198,300.041413,2307.131772
201,313.9772008,2162.977808
204,311.7453522,2197.631224
207,304.9821473,2064.716111
210,312.1717857,2062.737862
213,309.3614293,2033.568166
216,311.8716479,1985.192954
219,308.4798978,1926.379506
222,302.0359004,1866.643614
225,306.6507968,1828.810037
228,301.4322609,1758.297774
231,310.1153118,1704.315447
234,303.0173021,1611.775864
237,301.1482896,1565.791542
240,307.171693,1505.717047
243,303.6397985,1508.48231
246,301.0670366,1401.921185
249,313.4906748,1373.661034
252,302.5379879,1321.864187
255,311.6266738,1293.742796
258,304.6254141,1240.437436
261,310.9913252,1180.229098
264,302.018246,1124.556284
267,302.8417316,1088.485014
180,313.4510587,1026.344226
183,297.6727891,1037.087407
186,298.2100831,1004.312216
189,281.6357077,1019.425059
192,281.260087,1045.221753
195,268.6293466,1013.790029
198,267.2356406,1018.609149
201,259.2188847,1008.722178
204,258.8048141,1027.290566
207,242.9036856,1008.614223
210,234.8415705,1022.272221
213,229.0319114,1046.762658
216,227.1388931,1027.872819
219,221.1904094,1004.559446
222,210.1832372,1007.912379
225,204.8930131,1016.868722
228,202.0045687,1016.993624
231,187.1880179,1046.630664
234,186.7764912,1010.132054
237,181.6748842,1033.658022
240,168.7018258,1020.89701
243,167.1473161,1013.541324
246,159.3683317,1023.3432
249,151.454817,1024.39037
252,142.975316,1032.610968
255,139.658603,1044.384543
258,130.4163188,1033.573326
261,124.3634069,1035.992706
264,117.485408,1007.215614
267,111.3336559,1003.607431
