position,length,weight
0,104.6071523,1019.173245
3,108.3834127,1062.113629
6,115.5264471,1147.380989
9,118.1555691,1152.173502
12,122.9834847,1246.500245
15,130.5657713,1264.964049
18,131.1956335,1316.258606
21,136.1714842,1361.794362
24,145.6084961,1467.414955
27,147.5362368,1494.275172
30,155.9374495,1544.124599
33,162.2551054,1599.714004
36,168.7074941,1652.884246
39,168.2677073,1692.291658
42,175.1043474,1754.658551
45,185.5104257,1760.781373
48,190.0227489,1870.590007
51,190.0155898,1887.997391
54,201.7219301,1901.353768
57,207.1233864,1984.839093
60,208.6741538,2067.124535
63,215.8777191,2080.925102
66,223.7942378,2144.513776
69,220.9034032,2241.479165
72,223.6497409,2239.863008
75,236.086404,2361.008901
78,235.8722117,2311.888024
81,242.3376542,2421.678637
84,247.774312,2497.073828
87,259.1302842,2457.245956
90,261.6863914,2503.607669
93,267.5604483,2558.688516
96,275.336188,2513.793414
99,279.9301555,2610.645575
102,286.4365575,2566.81665
105,290.4880997,2566.015776
108,303.574323,2539.618969
111,304.6499206,2541.564529
114,321.7514007,2559.147934
117,324.4316945,2593.723149
120,335.8741306,2555.356895
123,336.4267996,2607.628535
126,338.1859274,2513.445728
129,349.0049781,2577.96793
132,355.2929819,2624.144236
135,368.111875,2599.004577
138,363.7265888,2593.10883
141,376.1375102,2592.205085
144,379.2330856,2599.139019
147,386.6100187,2575.9614
150,395.6078442,2525.877447
153,399.2436567,2614.124269
156,418.4578276,2598.260321
159,410.8742606,2557.766152
162,422.8044897,2618.810287
165,441.8061387,2543.212309
168,432.6289346,2545.539334
171,445.2401019,2621.465498
174,458.4519646,2506.282653
177,464.0911735,2601.577901
180,462.1899656,2624.582871
183,465.3087745,2524.44212
186,453.0440592,2472.855158
189,441.5521431,2380.958528
192,444.9142366,2352.083976
195,441.0037905,2313.983517
198,437.8900627,2307.193228
201,435.4273118,2228.415916
204,432.4951546,2184.847402
207,425.966691,2069.354286
210,416.4040391,2023.468482
213,398.5504458,2030.883429
216,411.4139518,1925.568834
219,399.7806093,1893.182809
222,392.2156304,1820.64522
225,377.2984558,1828.894151
228,374.053425,1737.192324
231,379.9008399,1722.15155
234,378.5158774,1640.42059
237,373.7969339,1594.340526
240,363.4109917,1540.166971
243,355.6447949,1465.093743
246,356.523772,1448.439512
249,347.6513584,1405.563842
252,332.8619376,1358.960478
255,339.4774825,1269.049044
258,332.300955,1206.573758
261,317.9657252,1156.750853
264,318.1482312,1117.006896
267,313.9987379,1067.871937
180,306.4007315,1039.633569
183,293.6566925,1001.693021
186,296.5355794,1032.724956
189,281.5733575,1047.957263
192,274.1384674,1042.004819
195,272.0254477,1029.937233
198,260.8904531,1012.942116
201,257.5556428,1010.824993
204,256.0402851,1049.836132
207,249.8277413,1046.87562
210,242.3582738,1004.559126
213,232.1272459,1010.907247
216,225.3866165,1035.115414
219,219.2084433,1034.034921
222,213.2867297,1024.464525
225,201.7115351,1023.113692
228,198.9557733,1039.706383
231,190.6393386,1042.915431
234,182.8580644,1014.800643
237,180.0097233,1048.233176
240,166.9376214,1034.570353
243,162.8986213,1041.550337
246,153.3787985,1046.768587
249,151.7852188,1043.489342
252,142.0622773,1016.765402
255,133.6982129,1041.812982
258,129.7478546,1031.332475
261,123.3694528,1034.910062
264,115.2310621,1043.526108
267,111.6069296,1013.903392
