position,length,weight
0,102.041073,1004.969531
3,100.0074788,1060.465993
6,100.3709934,1152.788869
9,100.1577425,1163.200247
12,103.4467727,1248.979984
15,100.6980749,1282.041128
18,103.5736072,1360.654488
21,102.6151802,1365.064522
24,101.6029389,1413.527858
27,100.4139321,1472.094277
30,102.3912763,1540.428677
33,100.2613072,1575.474755
36,101.1441956,1660.203095
39,103.9431015,1663.710164
42,102.7836626,1701.533919
45,101.8951055,1814.319173
48,100.4456841,1803.933763
51,102.715796,1904.269415
54,100.0262749,1943.062433
57,103.1191633,2038.855668
60,103.9784782,2096.982928
63,100.5240624,2077.161627
66,103.2728942,2114.057561
69,100.3384604,2218.410414
72,104.3790976,2218.696762
75,102.1061246,2349.495674
78,104.9078652,2396.565007
81,101.8888508,2462.933955
84,103.1194797,2480.557223
87,104.6282487,2508.380201
90,100.2197035,2599.37335
93,108.0898979,2560.899403
96,115.7750706,2585.309277
99,120.2786318,2597.579972
102,130.3110438,2524.217703
105,137.7246584,2528.434794
108,143.8510787,2515.198978
111,149.788336,2592.229704
114,157.008425,2622.733007
117,163.3534022,2603.892497
120,173.8564454,2506.937027
123,176.1378623,2511.277995
126,180.2329211,2615.805407
129,187.7650593,2521.695662
132,200.2886191,2587.136253
135,201.4478592,2566.144013
138,214.7714645,2580.860323
141,219.4924046,2526.524005
144,227.2028648,2615.73072
147,232.3467781,2566.746268
150,233.949332,2555.641751
153,248.185537,2519.388323
156,254.0220978,2597.909805
159,254.6191309,2576.597333
162,263.176579,2542.036626
165,277.6631224,2591.038919
168,282.6884141,2580.645336
171,291.3871664,2615.24732
174,287.1462569,2621.522969
177,303.350754,2618.667065
180,313.0129706,2624.412246
183,305.0202202,2476.701245
186,304.7994946,2492.630501
189,303.4467267,2408.533845
192,307.6328344,2381.827702
195,303.0798642,2282.361933
198,300.0507474,2249.776162
201,311.0088733,2221.241941
204,312.7531317,2101.050552
207,302.0015099,2051.557005
210,313.9267668,2058.753095
213,303.4098858,1955.249061
216,311.4944185,1945.951041
219,308.3403481,1868.307818
222,314.115318,1877.503353
225,309.7155286,1796.768012
228,314.5740712,1721.433493
231,304.8245235,1725.893714
234,308.1383446,1663.971621
237,314.4407015,1613.944825
240,303.7032467,1522.434758
243,311.3971005,1501.467121
246,306.0913185,1466.311609
249,310.4139048,1369.166193
252,306.8276806,1327.987482
255,306.8825496,1291.823617
258,310.5326975,1204.399242
261,304.5005472,1201.537133
264,301.5781204,1132.62136
267,304.8154664,1057.008639
180,301.1253542,1015.769591
183,298.9993251,1010.68951
186,296.9194224,1008.313855
189,288.4774943,1037.39897
192,282.2969123,1037.744104
195,278.6549124,1025.625343
198,272.6032339,1046.35596
201,259.6939179,1003.999352
204,256.5311068,1020.998002
207,243.7341553,1038.943591
210,244.8956445,1049.731943
213,235.2481842,1045.029408
216,223.9660968,1006.642377
219,218.6585407,1027.614074
222,207.3979266,1031.57248
225,202.7237651,1012.994347
228,198.5312994,1049.243925
231,191.6463483,1017.268898
234,182.0733342,1046.88599
237,173.4398175,1006.831897
240,174.234191,1016.976843
243,166.689349,1034.136368
246,153.8560079,1007.11385
249,150.4417958,1048.694322
252,141.4623812,1025.710985
255,133.4405339,1036.815973
258,129.9779885,1047.857836
261,123.1793373,1019.471639
264,117.9878002,1047.966409
267,110.1837603,1018.688036
