position,length,weight
0,102.0045516,1000.383716
3,111.1100796,1053.110291
6,115.1774721,1111.599299
9,120.4320283,1173.438601
12,127.668282,1249.937951
15,136.0719893,1274.826451
18,142.5267029,1354.650768
21,148.1506372,1390.748368
24,158.262881,1403.037878
27,165.0907296,1483.277799
30,167.8582615,1554.010173
33,175.8518987,1562.571603
36,180.1537442,1635.63067
39,187.8672809,1677.644612
42,199.2504513,1744.482205
45,204.767873,1785.210753
48,211.4085803,1842.736676
51,212.727041,1906.381723
54,227.4633958,1932.361079
57,232.476909,1978.390957
60,243.6696495,2082.398797
63,248.5804114,2054.299135
66,257.0163197,2106.430354
69,264.9164752,2246.663875
72,261.2993152,2270.567932
75,269.656633,2341.928676
78,284.4911459,2300.869477
81,283.6732371,2464.874969
84,298.8857506,2421.964144
87,295.7123879,2555.605101
90,311.2108881,2612.313087
93,315.2817221,2510.189972
96,324.3632974,2534.578766
99,332.2019746,2514.787132
102,327.8900012,2580.679589
105,337.6164629,2620.136181
108,348.4242978,2531.115558
111,356.3015482,2578.038691
114,369.3856178,2553.706693
117,361.0279885,2598.619388
120,382.9113823,2595.446976
123,380.3620664,2570.772456
126,385.9274644,2618.263036
129,392.0636352,2516.792605
132,401.132701,2527.040691
135,406.986059,2553.779108
138,405.5120173,2582.255639
141,428.6721372,2600.596593
144,427.346551,2527.505424
147,438.8864866,2526.033114
150,443.0805279,2597.610668
153,446.0909125,2619.51144
156,466.0957407,2619.779453
159,471.242158,2544.993964
162,464.1394496,2517.144253
165,485.3508677,2606.054549
168,483.2651495,2589.035135
171,494.9743213,2585.715466
174,491.9502654,2624.776134
177,508.4143228,2567.358625
180,522.8302194,2577.154114
183,513.3188816,2461.465445
186,490.5034403,2451.227095
189,479.0123298,2378.620658
192,494.7973922,2383.405191
195,472.2752349,2290.643233
198,459.911899,2215.630955
201,465.8453092,2255.742492
204,461.0427205,2180.104721
207,456.7828735,2083.702309
210,436.8381098,2063.816009
213,429.6664594,1961.754554
216,435.5966737,1940.108955
219,431.3363209,1891.898291
222,413.8269287,1850.40969
225,416.9413095,1792.446301
228,409.0806869,1724.888716
231,399.837256,1685.432762
234,393.4981614,1664.557156
237,375.0038061,1563.923865
240,374.3055744,1554.517509
243,376.7780892,1514.635735
246,359.0745266,1467.052998
249,350.2884141,1392.640975
252,345.4369509,1356.557067
255,338.3156364,1304.898023
258,328.4258479,1207.716071
261,326.8545068,1179.539173
264,323.7581541,1141.035008
267,319.2651655,1052.423599
180,306.6239981,1026.276811
183,300.0448023,1043.126224
186,300.0624049,1010.246758
189,284.1575063,1020.30361
192,281.8240991,1019.736722
195,268.057479,1033.960043
198,272.5072421,1046.821821
201,257.025016,1012.136516
204,247.6891134,1041.929687
207,246.2132656,1001.303826
210,237.4373081,1031.331401
213,234.4669576,1042.611548
216,230.0594334,1026.19408
219,220.3776616,1001.882253
222,208.3735936,1045.858082
225,203.5729831,1039.914566
228,201.2506317,1045.345753
231,186.8112767,1011.125614
234,181.5668272,1007.452291
237,176.3271353,1047.65027
240,167.6774422,1048.987763
243,164.2976146,1044.363333
246,154.6952917,1024.495854
249,147.4047995,1042.591266
252,144.5719608,1026.057656
255,133.4516945,1008.697054
258,127.9165834,1011.567628
261,125.0931381,1002.984984
264,117.4297151,1021.116118
267,110.7635726,1043.980367
