position,length,weight
0,104.4575268,1028.52045
3,103.678382,-10.652601
6,100.4154273,1142.408213
9,100.5903934,1193.797586
12,104.1471199,1223.96944
15,104.7085463,1306.674889
18,103.4496071,1349.117861
21,104.119094,1384.723499
24,102.0447874,1409.475555
27,102.9126811,1488.381348
30,103.7040584,500.02323
33,101.6789903,1621.075033
36,102.5160242,1608.340481
39,103.8122658,1654.860784
42,104.4311371,1755.651508
45,103.9326576,1794.079953
48,100.0334272,1889.032093
51,104.8787859,1906.123784
54,101.3103293,2500.42131
57,104.3933713,2039.424818
60,104.6452389,2083.163313
63,101.1042716,2094.410006
66,101.0561677,2101.288284
69,101.2563114,2213.716248
72,102.3446642,2282.298969
75,102.213632,2336.294303
78,101.0625544,2412.927517
81,101.9830504,2436.636525
84,102.4673205,2427.27387
87,102.5080316,2455.041543
90,103.3683199,2541.574838
93,108.6073948,2510.633808
96,116.0213678,2536.617108
99,122.998022,2599.180122
102,127.0974255,2596.614196
105,134.4626464,2540.507311
108,141.2033914,2576.826469
111,148.8967178,2521.905516
114,154.7274405,2514.974345
117,160.3434477,2500.629731
120,171.4319106,2612.067373
123,176.2266172,2514.297276
126,184.5475381,2538.355579
129,190.3333031,2624.451798
132,202.6444703,2509.854296
135,203.9242113,3000.830944
138,214.3025888,2544.846626
141,217.5260263,2571.232657
144,224.3576038,2542.798298
147,237.1320212,2528.073421
150,242.9876188,2622.249855
153,242.0679079,2597.903522
156,258.0045742,2610.958992
159,258.0889392,2566.056693
162,267.4432493,2500.953033
165,267.9349951,2538.943717
168,280.1545812,2619.913839
171,285.4452731,2611.371807
174,297.0180551,2558.742157
177,306.47944,2601.572741
180,309.9552868,2537.80651
183,301.8621559,2505.783356
186,309.9629763,2404.204599
189,313.3388714,2354.108705
192,301.7556201,2386.477145
195,308.2619107,2262.14328
198,302.7735112,2263.078391
201,307.3173064,2233.757938
204,306.2711328,2179.92296
207,311.5301732,2065.74772
210,308.6902973,2086.095737
213,310.7434573,1975.651277
216,311.7414143,1934.036279
219,310.633979,1879.673064
222,312.0304627,1866.400617
225,311.9911854,1795.98992
228,314.874816,1735.760767
231,310.6429486,1654.074503
234,313.4740455,1663.064957
237,314.5370664,1577.29619
240,312.7565458,1514.699639
243,309.6547413,1517.296236
246,304.3053566,1456.119031
249,310.0632438,1358.241945
252,302.2339994,1330.323524
255,312.9121827,1267.85338
258,303.0359797,1207.72551
261,307.1229,1201.157698
264,300.3514578,1135.866237
267,308.4717805,1067.468376
180,309.3989489,1041.361586
183,303.8101316,1009.430012
186,286.6942659,1017.906121
189,281.7852473,1038.278701
192,282.9256787,1040.58491
195,277.9711226,1022.870527
198,268.3835865,1028.317954
201,257.9549897,1042.728943
204,248.6297109,1002.861984
207,249.5600844,1010.72319
210,240.4586435,1016.874102
213,235.230568,1028.810613
216,221.4455228,1009.081921
219,215.297512,1006.770908
222,212.9491787,1006.994589
225,208.4955126,1015.811788
228,199.0190973,1004.952349
231,194.2855379,1013.572576
234,186.8761518,1000.382721
237,178.0440908,1011.017153
240,170.3648914,1007.322667
243,165.8736411,1005.715709
246,157.1802351,1038.956155
249,153.1530592,1043.351726
252,141.6401338,1027.958373
255,133.5367694,1011.323962
258,130.2948841,1046.817733
261,123.5862818,1044.739706
264,118.2863266,1025.991854
267,110.6145004,1012.46963
