position,length,weight
0,104.3979038,1045.733782
3,109.2361877,1052.013008
6,116.7826948,1142.781649
9,123.4342358,1174.193195
12,125.8692439,1211.480159
15,133.9176101,1304.050532
18,139.1788802,1336.122035
21,147.4779485,1388.91676
24,154.0239494,1412.560099
27,160.8271239,1497.147405
30,165.9053608,1515.313983
33,173.6965856,1556.317271
36,174.5715384,1609.050324
39,187.5364133,1718.737825
42,188.9171514,1729.666415
45,200.2739203,1836.509038
48,202.5079197,1809.14663
51,206.7772902,1925.956287
54,210.980302,1920.30457
57,218.7287876,1955.056153
60,227.937981,2080.24423
63,233.6583465,2089.518526
66,236.4403699,2108.166013
69,243.0107287,2209.069187
72,249.5087822,2280.876393
75,265.485942,2293.921517
78,262.1561206,2414.152517
81,276.7023394,2410.932179
84,283.7746152,2433.155426
87,281.2307039,2458.862144
90,287.3349046,2546.313398
93,302.3633765,2586.558787
96,310.4784171,2523.00399
99,315.6998197,2590.758187
102,320.8183322,2586.032096
105,328.0397652,2510.441212
108,325.0454238,2589.533109
111,347.1544044,2595.231157
114,339.5590999,2584.48438
117,356.0454461,2530.33491
120,366.393894,2596.619457
123,357.8245795,2532.409159
126,381.327878,2611.771708
129,380.1066415,2545.709769
132,392.2359436,2614.0396
135,397.2828207,2616.25043
138,400.0167353,2552.560019
141,399.6852322,2535.859946
144,413.2429123,2600.412018
147,429.9344225,2604.080276
150,425.3577175,2619.328241
153,445.4402522,2519.859925
156,431.43573,2548.687654
159,448.6733979,2568.765415
162,461.8056922,2576.374386
165,468.7065426,2572.511952
168,462.8782804,2609.864303
171,466.4781697,2575.295757
174,493.6035527,2556.003356
177,493.1466842,2524.447152
180,502.1471249,2557.178776
183,499.6845022,2463.444021
186,474.1401639,2462.876709
189,480.7479533,2431.150039
192,461.1714206,2349.643958
195,457.9209824,2256.304905
198,454.9990839,2204.484835
201,447.2034536,2163.864501
204,443.7535145,2126.810393
207,434.5920214,2132.414498
210,438.258022,2098.760583
213,417.0001153,2012.099724
216,429.4004339,1975.583284
219,408.2963489,1886.777462
222,404.8552309,1826.130661
225,403.8916054,1783.26499
228,396.7004809,1720.466544
231,398.5350898,1729.917276
234,381.2388855,1637.465927
237,368.8312568,1624.62859
240,370.3494795,1501.022599
243,360.6239389,1474.635831
246,353.8008984,1405.430053
249,344.444124,1378.463923
252,339.3490292,1334.590295
255,345.2596119,1285.18455
258,328.8400072,1235.256101
261,319.8861264,1202.814029
264,327.4774246,1102.650805
267,313.8956007,1101.158354
180,300.5309917,1025.969503
183,301.8571294,1010.767561
186,292.3480289,1017.22157
189,281.2144171,1014.289075
192,276.4776578,1027.759518
195,273.9092585,1006.151145
198,264.7022029,1014.196586
201,264.127715,1021.328748
204,255.5963213,1043.276504
207,250.1302,1030.359198
210,240.3151722,1012.69274
213,231.4714754,1006.066771
216,227.2041454,1003.057147
219,221.0506973,1006.957823
222,207.8293805,1045.068036
225,201.3883991,1044.261226
228,201.6654672,1037.642906
231,191.7363505,1030.668377
234,184.0091834,1019.491774
237,177.1673278,1031.469178
240,167.92012,1025.577731
243,165.9612499,1001.391375
246,160.6265547,1031.055724
249,149.3798488,1035.979323
252,143.6384819,1015.902311
255,139.8184463,1014.698971
258,130.1351815,1028.292203
261,120.5672444,1049.400238
264,117.967832,1008.305747
267,111.3031337,1002.738958
