# Well ID Number:  42-477-20130-13
# Timestamp:  1545230005
# Device Serial Number: 123456789
# Sensor Serial Numbers: [00000013,00000014]
#
position,length,weight
0.68474,0.096154,11.059
0.85592,0.19231,11.059
1.0271,0.28846,11.088
1.1983,0.38462,11.088
1.3695,0.48077,11.118
1.5407,0.57692,11.118
1.7118,0.67308,11.147
1.883,0.76923,11.147
2.0542,0.86538,11.147
2.2254,0.96154,11.147
2.3966,1.0577,11.176
2.5678,1.1538,11.176
2.7389,1.25,11.176
2.9101,1.3462,11.206
3.0813,1.4423,11.206
3.2525,1.5385,11.206
3.4237,1.6346,11.235
3.5949,1.7308,11.235
3.766,1.8269,11.265
3.9372,1.9231,11.265
4.1084,2.0192,11.265
4.2796,2.1154,11.265
4.4508,2.2115,11.294
4.622,2.3077,11.324
4.7932,2.4038,11.324
4.9643,2.5,11.353
5.1355,2.5962,11.353
5.3067,2.6923,11.382
5.4779,2.7885,11.382
5.6491,2.8846,11.412
5.8203,2.9808,11.412
5.9914,3.0769,11.412
6.1626,3.1731,11.412
6.3338,3.2692,11.441
6.505,3.3654,11.441
6.6762,3.4615,11.471
6.8474,3.5577,11.471
7.0185,3.6538,11.5
7.1897,3.75,11.5
7.3609,3.8462,11.5
7.5321,3.9423,11.5
7.7033,4.0385,11.529
7.8745,4.1346,11.529
8.0456,4.2308,11.529
8.2168,4.3269,11.529
8.388,4.4231,11.529
8.5592,4.5192,11.559
8.7304,4.6154,11.559
8.9016,4.7115,11.559
9.0728,4.8077,11.559
9.2439,4.9038,11.559
9.4151,5,11.588
9.5863,5.0962,11.588
9.7575,5.1923,11.618
9.9287,5.2885,11.618
10.1,5.3846,11.618
10.271,5.4808,11.647
10.442,5.5769,11.647
10.613,5.6731,11.647
10.785,5.7692,11.647
10.956,5.8654,11.647
11.127,5.9615,11.647
11.298,6.0577,11.618
11.469,6.1538,11.618
11.641,6.25,11.618
11.812,6.3462,11.618
11.983,6.4423,11.618
12.154,6.5385,11.618
12.325,6.6346,11.618
12.496,6.7308,11.618
12.668,6.8269,11.618
12.839,6.9231,11.618
13.01,7.0192,11.618
13.181,7.1154,11.618
13.352,7.2115,11.588
13.524,7.3077,11.588
13.695,7.4038,11.588
13.866,7.5,11.588
14.037,7.5962,11.588
14.208,7.6923,11.588
14.379,7.7885,11.588
14.551,7.8846,11.588
14.722,7.9808,11.588
14.893,8.0769,11.588
15.064,8.1731,11.588
15.235,8.2692,11.588
15.407,8.3654,11.618
15.578,8.3654,11.647
15.749,8.4615,11.676
15.92,8.4615,11.706
16.091,8.5577,11.735
16.262,8.6538,11.765
16.434,8.6538,11.794
16.605,8.75,11.824
16.776,8.75,11.853
16.947,8.8462,11.882
17.118,8.9423,11.912
17.29,8.9423,11.941
17.461,9.0385,11.971
17.632,9.1346,12
17.803,9.1346,12.029
17.974,9.2308,12.059
18.146,9.3269,12.088
18.317,9.4231,12.118
18.488,9.4231,12.147
18.659,9.5192,12.176
18.83,9.6154,12.176
19.001,9.7115,12.176
19.173,9.8077,12.176
19.344,9.9038,12.176
19.515,10,12.176
19.686,10.096,12.176
19.857,10.192,12.206
20.029,10.288,12.206
20.2,10.385,12.235
20.371,10.481,12.265
20.542,10.577,12.265
20.713,10.673,12.294
20.884,10.769,12.294
21.056,10.865,12.324
21.227,10.962,12.324
21.398,11.058,12.353
21.569,11.154,12.353
21.74,11.25,12.382
21.912,11.346,12.382
22.083,11.442,12.412
22.254,11.538,12.412
22.425,11.635,12.441
22.596,11.731,12.441
22.767,11.827,12.441
22.939,11.923,12.471
23.11,12.019,12.471
23.281,12.115,12.471
23.452,12.212,12.471
23.623,12.308,12.5
23.795,12.404,12.5
23.966,12.5,12.5
24.137,12.596,12.5
24.308,12.692,12.5
24.479,12.788,12.5
24.65,12.885,12.5
24.822,12.981,12.5
24.993,13.077,12.5
25.164,13.173,12.5
25.335,13.269,12.5
25.506,13.365,12.529
25.678,13.462,12.529
25.849,13.558,12.559
26.02,13.654,12.559
26.191,13.75,12.559
26.362,13.846,12.588
26.534,13.942,12.588
26.705,14.038,12.618
26.876,14.135,12.647
27.047,14.231,12.647
27.218,14.327,12.676
27.389,14.423,12.706
27.561,14.519,12.706
27.732,14.615,12.735
27.903,14.712,12.735
28.074,14.808,12.735
28.245,14.904,12.735
28.417,15,12.765
28.588,15.096,12.765
28.759,15.192,12.765
28.93,15.288,12.765
29.101,15.385,12.794
29.272,15.481,12.794
29.444,15.577,12.794
29.615,15.673,12.794
29.786,15.769,12.824
29.957,15.865,12.824
30.128,15.962,12.824
30.3,16.058,12.824
30.471,16.154,12.824
30.642,16.25,12.853
30.813,16.346,12.853
30.984,16.442,12.853
31.155,16.538,12.882
31.327,16.635,12.882
31.498,16.731,12.882
31.669,16.827,12.912
31.84,16.923,12.912
32.011,17.019,12.912
32.183,17.115,12.941
32.354,17.212,12.941
32.525,17.308,12.941
32.696,17.404,12.941
32.867,17.5,12.971
33.039,17.596,12.971
33.21,17.692,12.971
33.381,17.788,12.971
33.552,17.885,12.971
33.723,17.981,13
33.894,18.077,13
34.066,18.173,13.029
34.237,18.269,13.029
34.408,18.365,13.059
34.579,18.462,13.059
34.75,18.558,13.059
34.922,18.654,13.088
35.093,18.75,13.088
35.264,18.846,13.118
35.435,18.942,13.118
35.606,19.038,13.118
35.777,19.135,13.118
35.949,19.231,13.147
36.12,19.327,13.147
36.291,19.423,13.147
36.462,19.519,13.147
36.633,19.615,13.147
36.805,19.712,13.176
36.976,19.808,13.176
37.147,19.904,13.176
37.318,20,13.176
37.489,20.096,13.176
37.66,20.192,13.176
37.832,20.288,13.176
38.003,20.385,13.176
38.174,20.481,13.176
38.345,20.577,13.176
38.516,20.673,13.176
38.688,20.769,13.176
38.859,20.865,13.176
39.03,20.962,13.206
39.201,21.058,13.206
39.372,21.154,13.206
39.544,21.25,13.235
39.715,21.346,13.235
39.886,21.442,13.235
40.057,21.538,13.265
40.228,21.635,13.265
40.399,21.731,13.265
40.571,21.827,13.265
40.742,21.923,13.265
40.913,22.019,13.294
41.084,22.115,13.294
41.255,22.212,13.294
41.427,22.308,13.294
41.598,22.404,13.294
41.769,22.5,13.324
41.94,22.596,13.353
42.111,22.692,13.382
42.282,22.788,13.382
42.454,22.885,13.412
42.625,22.981,13.441
42.796,23.077,13.471
42.967,23.173,13.5
43.138,23.269,13.5
43.31,23.365,13.529
43.481,23.462,13.559
43.652,23.558,13.559
43.823,23.654,13.588
43.994,23.75,13.618
44.165,23.846,13.618
44.337,23.942,13.647
44.508,24.038,13.647
44.679,24.135,13.676
44.85,24.231,13.706
45.021,24.327,13.706
45.193,24.423,13.735
45.364,24.519,13.735
45.535,24.615,13.735
45.706,24.712,13.735
45.877,24.808,13.735
46.049,24.904,13.765
46.22,25,13.765
46.391,25.096,13.765
46.562,25.192,13.765
46.733,25.288,13.765
46.904,25.385,13.794
47.076,25.481,13.824
47.247,25.577,13.824
47.418,25.673,13.853
47.589,25.769,13.882
47.76,25.865,13.912
47.932,25.962,13.912
48.103,26.058,13.941
48.274,26.154,13.971
48.445,26.25,13.971
48.616,26.346,14
