# Well ID Number:  42-477-20130-13
# Timestamp:  1545230005
# Device Serial Number: 123456789
# Sensor Serial Numbers: [00000013,00000014]
#
position,length,weight
0,-0.369,11.194
0.16605,-0.369,11.224
0.3321,-0.369,11.254
0.49815,-0.369,11.284
0.66421,-0.369,11.313
0.83026,-0.369,11.343
0.99631,-0.369,11.373
1.1624,-0.369,11.403
1.3284,-0.369,11.433
1.4945,-0.369,11.463
1.6605,-0.369,11.493
1.8266,-0.369,11.522
1.9926,-0.369,11.552
2.1587,-0.369,11.582
2.3247,-0.1845,11.612
2.4908,-0.1845,11.642
2.6568,-0.1845,11.672
2.8229,-0.1845,11.701
2.9889,-0.1845,11.731
3.155,-0.1845,11.761
3.321,-0.1845,11.791
3.4871,-0.1845,11.821
3.6531,-0.1845,11.851
3.8192,-0.1845,11.881
3.9852,-0.1845,11.91
4.1513,-0.1845,11.94
4.3173,-0.1845,11.97
4.4834,-0.1845,12
4.6494,0,12.03
4.8155,0,12.06
4.9815,0.1845,12.09
5.1476,0.1845,12.119
5.3137,0.369,12.149
5.4797,0.55351,12.179
5.6458,0.73801,12.209
5.8118,0.92251,12.239
5.9779,1.107,12.269
6.1439,1.2915,12.299
6.31,1.476,12.328
6.476,1.6605,12.328
6.6421,1.845,12.358
6.8081,2.0295,12.358
6.9742,2.214,12.358
7.1402,2.3985,12.358
7.3063,2.583,12.358
7.4723,2.7675,12.358
7.6384,2.952,12.358
7.8044,3.1365,12.388
7.9705,3.321,12.418
8.1365,3.5055,12.448
8.3026,3.69,12.448
8.4686,3.8745,12.478
8.6347,4.059,12.478
8.8007,4.2435,12.478
8.9668,4.428,12.478
9.1328,4.6125,12.478
9.2989,4.797,12.478
9.4649,4.9815,12.478
9.631,5.1661,12.478
9.797,5.3506,12.478
9.9631,5.5351,12.507
10.129,5.7196,12.507
10.295,5.9041,12.507
10.461,6.0886,12.537
10.627,6.2731,12.537
10.793,6.4576,12.537
10.959,6.6421,12.537
11.125,6.8266,12.507
11.292,7.0111,12.507
11.458,7.1956,12.507
11.624,7.3801,12.507
11.79,7.5646,12.478
11.956,7.7491,12.448
12.122,7.9336,12.448
12.288,8.1181,12.418
12.454,8.3026,12.418
12.62,8.4871,12.418
12.786,8.6716,12.418
12.952,8.8561,12.388
13.118,9.0406,12.388
13.284,9.2251,12.358
13.45,9.4096,12.358
13.616,9.5941,12.328
13.782,9.7786,12.328
13.948,9.9631,12.328
14.114,10.148,12.328
14.28,10.332,12.328
14.446,10.517,12.328
14.613,10.701,12.328
14.779,10.886,12.328
14.945,11.07,12.299
15.111,11.255,12.299
15.277,11.439,12.299
15.443,11.624,12.299
15.609,11.808,12.299
15.775,11.993,12.299
15.941,12.177,12.299
16.107,12.362,12.299
16.273,12.546,12.299
16.439,12.731,12.299
16.605,12.915,12.299
16.771,13.1,12.299
16.937,13.284,12.299
17.103,13.469,12.299
17.269,13.653,12.299
17.435,13.838,12.299
17.601,14.022,12.299
17.768,14.207,12.299
17.934,14.391,12.299
18.1,14.576,12.299
18.266,14.76,12.299
18.432,14.945,12.299
18.598,15.129,12.299
18.764,15.314,12.299
18.93,15.498,12.299
19.096,15.683,12.299
19.262,15.867,12.299
19.428,16.052,12.299
19.594,16.236,12.299
19.76,16.421,12.299
19.926,16.605,12.299
20.092,16.79,12.299
20.258,16.974,12.299
20.424,17.159,12.328
20.59,17.343,12.328
20.756,17.528,12.328
20.923,17.712,12.328
21.089,17.897,12.328
21.255,18.081,12.328
21.421,18.266,12.358
21.587,18.45,12.358
21.753,18.635,12.358
21.919,18.819,12.358
22.085,19.004,12.358
22.251,19.188,12.358
22.417,19.373,12.358
22.583,19.557,12.358
22.749,19.742,12.388
22.915,19.926,12.388
23.081,20.111,12.388
23.247,20.295,12.418
23.413,20.48,12.418
23.579,20.664,12.418
23.745,20.849,12.418
23.911,21.033,12.418
24.077,21.218,12.418
24.244,21.402,12.448
24.41,21.587,12.448
24.576,21.771,12.448
24.742,21.956,12.478
24.908,22.14,12.478
25.074,22.325,12.478
25.24,22.509,12.507
25.406,22.694,12.507
25.572,22.878,12.507
25.738,23.063,12.507
25.904,23.247,12.507
26.07,23.432,12.507
26.236,23.616,12.507
26.402,23.801,12.537
26.568,23.985,12.537
26.734,24.17,12.537
26.9,24.354,12.537
27.066,24.539,12.537
27.232,24.723,12.537
