# Well ID Number:  42-477-20130-13
# Timestamp:  1545230005
# Device Serial Number: 123456789
# Sensor Serial Numbers: [00000013,00000014]
#
position,length,weight
0,0.082305,17.336
0.16674,0.082305,17.383
0.33349,0.082305,17.43
0.50023,0.16461,17.477
0.66698,0.16461,17.523
0.83372,0.16461,17.57
1.0005,0.16461,17.617
1.1672,0.16461,17.664
1.334,0.24691,17.71
1.5007,0.24691,17.757
1.6674,0.24691,17.804
1.8342,0.32922,17.85
2.0009,0.41152,17.85
2.1677,0.49383,17.897
2.3344,0.49383,17.944
2.5012,0.57613,17.991
2.6679,0.57613,18.037
2.8346,0.65844,18.084
3.0014,0.74074,18.131
3.1681,0.74074,18.178
3.3349,0.82305,18.224
3.5016,0.90535,18.271
3.6684,0.90535,18.318
3.8351,0.98765,18.364
4.0019,1.07,18.364
4.1686,1.1523,18.364
4.3353,1.2346,18.411
4.5021,1.3169,18.458
4.6688,1.3992,18.458
4.8356,1.4815,18.505
5.0023,1.5638,18.551
5.1691,1.6461,18.551
5.3358,1.7284,18.598
5.5025,1.8107,18.598
5.6693,1.893,18.598
5.836,1.9753,18.598
6.0028,2.0576,18.645
6.1695,2.1399,18.645
6.3363,2.2222,18.692
6.503,2.3045,18.692
6.6698,2.3868,18.738
6.8365,2.4691,18.738
7.0032,2.5514,18.738
7.17,2.6337,18.738
7.3367,2.716,18.785
7.5035,2.7984,18.785
7.6702,2.8807,18.785
7.837,2.963,18.785
8.0037,3.0453,18.785
8.1704,3.1276,18.785
8.3372,3.2099,18.785
8.5039,3.2922,18.785
8.6707,3.3745,18.785
8.8374,3.4568,18.785
9.0042,3.5391,18.785
9.1709,3.6214,18.785
9.3377,3.7037,18.785
9.5044,3.786,18.785
9.6711,3.8683,18.785
9.8379,3.9506,18.832
10.005,4.0329,18.832
10.171,4.1152,18.832
10.338,4.1975,18.832
10.505,4.2798,18.832
10.672,4.3621,18.832
10.838,4.4444,18.832
11.005,4.5267,18.832
11.172,4.6091,18.832
11.339,4.6914,18.832
11.505,4.7737,18.832
11.672,4.856,18.832
11.839,4.9383,18.879
12.006,5.0206,18.879
12.172,5.1029,18.925
12.339,5.1852,18.972
12.506,5.2675,18.972
12.673,5.3498,19.019
12.839,5.4321,19.065
13.006,5.5144,19.112
13.173,5.5967,19.159
13.34,5.679,19.159
13.506,5.7613,19.206
13.673,5.8436,19.252
13.84,5.9259,19.252
14.006,6.0082,19.299
14.173,6.0905,19.346
14.34,6.1728,19.346
14.507,6.2551,19.346
14.673,6.3374,19.393
14.84,6.4198,19.393
15.007,6.5021,19.439
15.174,6.5844,19.439
15.34,6.6667,19.486
15.507,6.749,19.486
15.674,6.8313,19.486
15.841,6.9136,19.533
16.007,6.9959,19.533
16.174,7.0782,19.579
16.341,7.1605,19.579
16.508,7.2428,19.626
16.674,7.3251,19.673
16.841,7.4074,19.673
17.008,7.4897,19.72
17.175,7.572,19.72
17.341,7.6543,19.766
17.508,7.7366,19.766
17.675,7.8189,19.813
17.842,7.9012,19.86
18.008,7.9835,19.86
18.175,8.0658,19.907
18.342,8.1481,19.907
18.509,8.2305,19.953
18.675,8.3128,19.953
18.842,8.3951,20
19.009,8.4774,20
19.176,8.5597,20.047
19.342,8.642,20.047
19.509,8.7243,20.093
19.676,8.8066,20.093
19.843,8.8889,20.14
20.009,8.9712,20.14
20.176,9.0535,20.14
20.343,9.1358,20.14
20.509,9.2181,20.14
20.676,9.3004,20.14
20.843,9.3827,20.14
21.01,9.465,20.14
21.176,9.5473,20.187
21.343,9.6296,20.187
21.51,9.7119,20.187
21.677,9.7942,20.234
21.843,9.8765,20.234
22.01,9.9588,20.28
22.177,10.041,20.28
22.344,10.123,20.28
22.51,10.206,20.327
22.677,10.288,20.327
22.844,10.37,20.327
23.011,10.453,20.327
23.177,10.535,20.327
23.344,10.617,20.327
23.511,10.7,20.327
23.678,10.782,20.327
23.844,10.864,20.327
24.011,10.947,20.327
24.178,11.029,20.28
24.345,11.111,20.28
24.511,11.193,20.28
24.678,11.276,20.28
24.845,11.358,20.28
25.012,11.44,20.28
25.178,11.523,20.28
25.345,11.605,20.28
25.512,11.687,20.28
25.679,11.77,20.234
25.845,11.852,20.234
26.012,11.934,20.234
26.179,12.016,20.234
26.346,12.099,20.234
26.512,12.181,20.234
26.679,12.263,20.234
26.846,12.346,20.234
27.013,12.428,20.187
27.179,12.51,20.187
27.346,12.593,20.187
