# Well ID Number:  42-477-20130-13
# Timestamp:  1545230005
# Device Serial Number: 123456789
# Sensor Serial Numbers: [00000013,00000014]
#
position,length,weight
0,-0.17606,15.73
0.17893,-0.17606,15.766
0.35785,-0.17606,15.803
0.53678,-0.17606,15.839
0.71571,-0.17606,15.876
0.89463,-0.17606,15.912
1.0736,-0.17606,15.949
1.2525,-0.17606,15.985
1.4314,-0.17606,16.022
1.6103,-0.17606,16.058
1.7893,-0.17606,16.095
1.9682,-0.17606,16.131
2.1471,-0.17606,16.168
2.326,-0.17606,16.204
2.505,-0.17606,16.241
2.6839,-0.17606,16.277
2.8628,0,16.277
3.0417,0.17606,16.241
3.2207,0.35211,16.277
3.3996,0.35211,16.314
3.5785,0.35211,16.35
3.7575,0.35211,16.387
3.9364,0.35211,16.423
4.1153,0.35211,16.46
4.2942,0.35211,16.496
4.4732,0.35211,16.533
4.6521,0.52817,16.569
4.831,0.70423,16.569
5.0099,0.88028,16.569
5.1889,1.0563,16.569
5.3678,1.2324,16.533
5.5467,1.2324,16.496
5.7256,1.2324,16.46
5.9046,1.4085,16.423
6.0835,1.4085,16.387
6.2624,1.5845,16.35
6.4414,1.7606,16.314
6.6203,1.7606,16.277
6.7992,1.9366,16.241
6.9781,2.1127,16.204
7.1571,2.2887,16.204
7.336,2.4648,16.204
7.5149,2.6408,16.204
7.6938,2.8169,16.168
7.8728,2.993,16.131
8.0517,3.169,16.095
8.2306,3.3451,16.058
8.4095,3.5211,16.058
8.5885,3.6972,16.058
8.7674,3.8732,16.058
8.9463,4.0493,16.058
9.1252,4.2254,16.022
9.3042,4.4014,15.985
9.4831,4.5775,15.949
9.662,4.7535,15.949
9.841,4.9296,15.912
10.02,5.1056,15.876
10.199,5.2817,15.839
10.378,5.4577,15.839
10.557,5.6338,15.803
10.736,5.8099,15.766
10.915,5.9859,15.766
11.093,6.162,15.73
11.272,6.338,15.693
11.451,6.5141,15.657
11.63,6.6901,15.62
11.809,6.8662,15.62
11.988,7.0423,15.657
12.167,7.0423,15.693
12.346,7.2183,15.73
12.525,7.2183,15.766
12.704,7.2183,15.803
12.883,7.3944,15.839
13.062,7.3944,15.876
13.241,7.5704,15.912
13.419,7.5704,15.949
13.598,7.7465,15.985
13.777,7.7465,16.022
13.956,7.7465,16.058
14.135,7.9225,16.095
14.314,8.0986,16.131
14.493,8.0986,16.168
14.672,8.2746,16.204
14.851,8.2746,16.241
15.03,8.4507,16.277
15.209,8.4507,16.314
15.388,8.6268,16.35
15.567,8.6268,16.387
15.746,8.8028,16.423
15.924,8.8028,16.46
16.103,8.9789,16.496
16.282,8.9789,16.533
16.461,9.1549,16.569
16.64,9.331,16.606
16.819,9.507,16.642
16.998,9.6831,16.679
17.177,9.8592,16.715
17.356,10.035,16.752
17.535,10.211,16.788
17.714,10.387,16.825
17.893,10.563,16.825
18.072,10.739,16.861
18.25,10.915,16.898
18.429,11.092,16.934
18.608,11.268,16.934
18.787,11.444,16.971
18.966,11.62,17.007
19.145,11.796,17.007
19.324,11.972,17.044
19.503,12.148,17.08
19.682,12.324,17.08
19.861,12.5,17.117
20.04,12.676,17.117
20.219,12.852,17.153
20.398,13.028,17.19
20.577,13.204,17.226
20.755,13.38,17.263
20.934,13.556,17.263
21.113,13.732,17.299
21.292,13.908,17.336
21.471,14.085,17.372
