# Well ID Number:  42-477-20130-13
# Timestamp:  1545230005
# Device Serial Number: 123456789
# Sensor Serial Numbers: [00000013,00000014]
#
position,length,weight
0,-0.040161,6.1261
0.16446,-0.040161,6.1441
0.32892,-0.040161,6.1622
0.49338,-0.040161,6.1802
0.65783,-0.040161,6.1982
0.82229,0,6.2162
0.98675,0,6.2342
1.1512,0,6.2523
1.3157,0,6.2703
1.4801,0,6.2883
1.6446,0,6.3063
1.809,0,6.3243
1.9735,0,6.3423
2.138,0,6.3604
2.3024,0,6.3784
2.4669,0,6.3964
2.6313,0,6.4144
2.7958,0,6.4324
2.9603,0,6.4505
3.1247,0,6.4685
3.2892,0,6.4865
3.4536,0.040161,6.5045
3.6181,0.080321,6.5045
3.7825,0.12048,6.5045
3.947,0.16064,6.5045
4.1115,0.2008,6.5045
4.2759,0.24096,6.4865
4.4404,0.28112,6.4865
4.6048,0.32129,6.4865
4.7693,0.36145,6.4865
4.9338,0.40161,6.4865
5.0982,0.44177,6.4865
5.2627,0.48193,6.4685
5.4271,0.52209,6.4685
5.5916,0.56225,6.4685
5.7561,0.60241,6.4685
5.9205,0.64257,6.4685
6.085,0.68273,6.4685
6.2494,0.72289,6.4685
6.4139,0.76305,6.4685
6.5783,0.80321,6.4685
6.7428,0.84337,6.4685
6.9073,0.88353,6.4685
7.0717,0.92369,6.4685
7.2362,0.96386,6.4685
7.4006,1.004,6.4685
7.5651,1.0442,6.4865
7.7296,1.0843,6.5045
7.894,1.1245,6.5225
8.0585,1.1647,6.5405
8.2229,1.2048,6.5586
8.3874,1.2048,6.5766
8.5519,1.245,6.5946
8.7163,1.2851,6.6126
8.8808,1.3253,6.6306
9.0452,1.3655,6.6486
9.2097,1.4056,6.6667
9.3741,1.4458,6.6847
9.5386,1.4859,6.7027
9.7031,1.5261,6.7207
9.8675,1.5663,6.7207
10.032,1.6064,6.7387
10.196,1.6466,6.7568
10.361,1.6867,6.7748
10.525,1.7269,6.7928
10.69,1.7671,6.8108
10.854,1.8072,6.8288
11.019,1.8474,6.8468
11.183,1.8876,6.8468
11.348,1.9277,6.8649
11.512,1.9679,6.8829
11.677,2.008,6.8829
11.841,2.0482,6.9009
12.005,2.0884,6.9189
12.17,2.1285,6.9369
12.334,2.1687,6.9369
12.499,2.2088,6.955
12.663,2.249,6.973
12.828,2.2892,6.973
12.992,2.3293,6.991
13.157,2.3695,7.009
13.321,2.4096,7.009
13.486,2.4498,7.027
13.65,2.49,7.027
13.815,2.5301,7.045
13.979,2.5703,7.045
14.143,2.6104,7.0631
14.308,2.6506,7.0631
14.472,2.6908,7.0811
14.637,2.7309,7.0811
14.801,2.7711,7.0991
14.966,2.8112,7.0991
15.13,2.8514,7.1171
