position,length,weight
0,104.3568901,1022.750313
3,104.4948315,1097.627701
6,110.7453219,1128.336814
9,114.7371322,1151.221878
12,114.382887,1237.667345
15,121.3129094,1290.213794
18,120.224908,1303.741823
21,123.6914948,1355.252121
24,132.6874796,1467.983264
27,133.3913018,1453.156225
30,138.332926,1516.157849
33,141.6138341,1617.56367
36,140.816464,1646.333515
39,149.9979467,1726.5323
42,147.2689432,1752.052427
45,153.0431148,1781.72915
48,154.4519611,1828.628952
51,161.1361454,1937.819937
54,160.3804132,1979.074081
57,168.4838616,1983.367881
60,171.7467169,2096.222697
63,173.3823379,2109.651575
66,177.5479974,2144.286953
69,181.2195967,2181.236938
72,180.0439745,2225.541629
75,187.5621927,2262.791355
78,193.2824731,2398.031871
81,192.380313,2424.812914
84,197.3596843,2471.544973
87,205.1805557,2518.458978
90,205.1856197,2616.766564
93,207.4064375,2545.31125
96,222.7898115,2523.48816
99,227.060983,2536.84009
102,228.0661921,2601.107274
105,238.9534632,2521.902225
108,248.0377862,2618.005677
111,247.0596317,2574.44604
114,253.9120745,2550.603397
117,266.4507314,2518.214173
120,274.2972209,2617.337691
123,279.0578401,2560.27009
126,290.0855966,2574.860432
129,299.5845736,2506.219135
132,299.5525934,2561.727708
135,304.4450155,2590.008559
138,319.5408859,2528.341032
141,317.4064144,2584.397919
144,328.7608986,2609.984344
147,340.9288704,2604.160881
150,345.1309863,2553.084567
153,356.7675119,2517.402173
156,347.5026966,2531.900453
159,369.7919321,2527.054001
162,360.7552359,2544.688895
165,379.0925049,2522.705837
168,380.6635044,2616.904322
171,383.3252374,2578.473791
174,399.5251293,2610.728046
177,408.3245282,2595.781145
180,417.6292734,2500.886272
183,410.1535308,2485.381686
186,407.6346306,2418.634764
189,392.8047809,2440.793715
192,399.1943254,2357.427555
195,388.1984424,2268.292386
198,381.1336087,2309.676633
201,393.7924552,2153.61589
204,379.6969087,2198.301475
207,380.2857501,2140.966044
210,378.3804406,2031.093028
213,373.5014869,2037.149386
216,367.8387227,1913.676467
219,358.9679993,1918.825175
222,354.223892,1842.689483
225,363.1116916,1795.522944
228,352.0568284,1750.276304
231,345.2761785,1655.365593
234,344.8247526,1600.932561
237,336.747438,1558.10411
240,343.7448159,1571.796586
243,344.2937823,1469.835487
246,340.7513186,1466.85077
249,339.4370318,1415.829749
252,328.9484366,1330.405212
255,327.9596138,1300.329417
258,318.5672793,1244.96657
261,319.3896278,1193.361606
264,319.4922872,1138.725379
267,303.5528152,1056.950955
180,310.3829269,1025.453002
183,305.0800838,1015.926323
186,287.1841882,1039.176263
189,293.6920912,1043.650137
192,274.3524616,1010.977934
195,277.6036865,1044.381922
198,262.207441,1042.516543
201,262.3674768,1028.421349
204,258.2065591,1011.956569
207,247.3497597,1021.860773
210,235.4172274,1002.699237
213,230.3490853,1046.132577
216,224.5686469,1004.232854
219,221.4516939,1034.532766
222,211.637488,1033.734044
225,203.9881372,1041.052151
228,199.9881495,1039.951492
231,188.9319151,1029.908185
234,181.2230847,1016.70195
237,179.6492926,1012.816736
240,166.860612,1028.649656
243,164.4877299,1017.094072
246,159.1625507,1016.454967
249,153.8892448,1011.873452
252,141.9252238,1014.972377
255,134.1658306,1035.383777
258,129.0217425,1008.440252
261,123.875271,1032.326411
264,118.009895,1044.417417
267,109.887469,1009.879893
