position,length,weight
0,100.929519,1046.745801
3,102.9041466,1093.372484
6,103.076632,1129.111545
9,101.3120045,1178.766089
12,103.1265917,1240.47905
15,102.5977931,1272.636845
18,103.8148002,1333.49896
21,100.6609215,1362.471796
24,102.4927338,1441.485334
27,100.948463,1477.550884
30,101.3696878,1507.781607
33,101.170293,1559.855638
36,104.6345646,1668.482023
39,103.4084705,1703.315298
42,104.6529902,1728.306472
45,100.2371626,1803.811416
48,100.3433116,1810.396201
51,104.9984035,1939.366406
54,102.901199,1916.652447
57,101.8235236,1999.295005
60,102.8828247,2035.074521
63,104.5992212,2140.373529
66,101.43734,2182.800605
69,104.3649922,2211.672806
72,102.6734753,2307.566225
75,100.025724,2337.457475
78,104.0663991,2325.739528
81,104.5407436,2454.070684
84,103.9438956,2512.018817
87,100.3254103,2535.127872
90,102.5709139,2542.891948
93,110.502942,2558.556927
96,115.9506219,2570.241518
99,121.786848,2607.349361
102,130.5809184,2541.227221
105,138.6836703,2584.237635
108,145.2087235,2530.280691
111,152.9141988,2511.662298
114,155.3031791,2604.560424
117,164.4120805,2584.747973
120,172.4257073,2524.589853
123,176.4676115,2555.152011
126,181.7260372,2551.776372
129,194.7052244,2573.004051
132,197.5771931,2587.799541
135,207.7584388,2529.744137
138,212.0639878,2582.896135
141,223.6202753,2534.252057
144,220.2326271,2612.884348
147,227.5203744,2551.699846
150,238.411906,2590.38417
153,250.9247872,2521.503366
156,258.0701108,2612.519073
159,264.8726784,2582.800419
162,267.0716066,2571.299884
165,271.9480693,2520.713257
168,279.9923228,2598.873268
171,286.6065971,2523.865112
174,296.4670986,2611.0942
177,298.5636684,2582.382895
180,309.1938055,2554.232331
183,312.5746861,2514.656122
186,304.4495959,2416.210288
189,308.5284616,2416.490591
192,304.1881458,2383.726766
195,308.2474344,2279.048196
198,307.1585003,2267.137484
201,310.5419747,2159.129921
204,302.706806,2100.072003
207,309.2977825,2065.182844
210,307.1776288,2044.799906
213,313.4168433,1984.869512
216,307.4627953,1985.924424
219,302.7256885,1867.766841
222,304.5796033,1839.348744
225,314.6581992,1768.494523
228,312.1063614,1723.464956
231,304.6619583,1730.118862
234,310.8897321,1658.17778
237,307.4139493,1598.933325
240,310.6523515,1536.138322
243,305.5358116,1467.145626
246,306.5362746,1400.580334
249,301.425615,1386.798425
252,311.3259831,1354.536906
255,309.4117682,1310.869392
258,312.7897207,1234.796739
261,313.1539007,1201.464406
264,306.3632811,1106.543192
267,311.353267,1093.980219
180,306.3326656,1015.173939
183,296.669239,1010.907741
186,290.9209877,1002.805954
189,290.7505431,1041.27588
192,286.10758,1025.955042
195,275.2465279,1035.524447
198,266.5139968,1030.816438
201,256.9398236,1036.383539
204,246.9937221,1019.746969
207,248.5468142,1015.763974
210,234.0025332,1016.681199
213,232.8827905,1000.274603
216,223.7745066,1031.096619
219,213.786461,1048.568106
222,207.6501587,1038.118575
225,209.2403921,1006.648446
228,201.1835204,1017.926387
231,195.991273,1042.832458
234,188.1560025,1008.351516
237,176.6784637,1031.958063
240,172.9812875,1030.59689
243,160.1281586,1013.204017
246,159.3699612,1012.638143
249,148.85579,1044.609942
252,145.8211195,1010.747607
255,133.8842712,1032.129138
258,132.733409,1009.662458
261,123.4172046,1021.479235
264,115.3475434,1032.617378
267,106.7608058,1045.817472
