position,length,weight
0,100.7003508,1015.507802
3,109.6151702,1095.620016
6,116.9448795,1153.942588
9,119.8121278,1194.475981
12,126.0394546,1259.561409
15,132.7622008,1281.608593
18,145.3452697,1318.334046
21,150.3267027,1365.176168
24,157.0613686,1449.634949
27,163.432929,1510.818613
30,166.9792235,1533.94784
33,176.119355,1571.837153
36,182.8352147,1615.31554
39,189.1947722,1720.386754
42,193.2393152,1730.415453
45,200.4965902,1754.996612
48,213.8746003,1848.16467
51,220.1770839,1870.429733
54,218.7805233,1907.414779
57,226.3692237,2033.866494
60,240.3659392,2063.893632
63,237.5853135,2135.579134
66,253.7788247,2100.677004
69,254.7508473,2196.433908
72,267.2436826,2270.467669
75,272.8067537,2332.555038
78,273.9897841,2343.63815
81,285.9091067,2415.185427
84,288.0925798,2498.439107
87,292.7048648,2528.379619
90,306.3836074,2520.672362
93,316.4818249,2563.391659
96,323.1011054,2534.755159
99,329.2356679,2588.942522
102,331.2891647,2505.106114
105,338.7551693,2624.455746
108,336.7053239,2608.655974
111,350.421394,2619.162156
114,364.2267395,2593.084317
117,369.2355261,2506.015953
120,374.7271863,2577.612018
123,383.0977843,2562.408722
126,383.6032624,2547.28302
129,394.3121198,2574.163538
132,394.6435366,2569.354684
135,406.583108,2543.345846
138,411.0486084,2587.003075
141,422.6000374,2580.353854
144,427.1766815,2563.663093
147,438.4712253,2526.480613
150,445.5603395,2528.888455
153,443.5041586,2542.963348
156,459.8454137,2549.026013
159,460.9754169,2541.521539
162,470.8916488,2616.052267
165,463.6191841,2621.892879
168,488.392502,2535.635416
171,494.2495237,2560.076462
174,483.4321405,2607.37294
177,510.105021,2606.836764
180,509.7925309,2584.392351
183,508.3238619,2566.594941
186,488.8421028,2487.256463
189,478.3399542,2421.412632
192,478.0908691,2357.44077
195,466.7505958,2269.952927
198,468.956862,2251.785352
201,469.4665916,2221.12697
204,463.1055624,2204.926418
207,442.7889183,2069.463545
210,437.9829412,2020.553773
213,434.0629066,2017.483364
216,436.1792334,1969.830756
219,428.3685328,1933.075258
222,417.2748287,1816.762396
225,403.9023658,1794.66936
228,394.493752,1754.246326
231,389.0549653,1723.100562
234,380.5267884,1620.284662
237,383.8463269,1570.8651
240,374.2416709,1566.311695
243,376.4496967,1479.069065
246,363.597655,1424.365112
249,360.3320374,1355.539031
252,350.0496898,1353.260155
255,333.7982618,1268.818358
258,326.9102597,1232.746435
261,321.3983852,1188.800375
264,318.709668,1120.554023
267,313.5731053,1091.842685
180,311.3338272,1033.779742
183,304.753419,1031.186085
186,291.4116497,1024.307943
189,289.5345878,1041.421023
192,279.6484348,1048.695995
195,272.0074661,1015.572818
198,268.7373618,1037.409582
201,262.0650937,1020.611594
204,255.297535,1025.655438
207,250.8036691,1035.23823
210,235.863278,1018.107408
213,227.5208157,1045.507507
216,228.3203191,1036.528403
219,218.517184,1036.44901
222,210.6847725,1011.464893
225,207.8800407,1040.142111
228,197.4773838,1045.550978
231,192.1564594,1010.127667
234,182.8551659,1043.726026
237,176.8231596,1035.137645
240,168.6755358,1038.79366
243,160.1372209,1041.438231
246,154.800044,1024.730178
249,150.0442418,1004.147521
252,145.2728235,1033.214864
255,133.3669425,1034.779701
258,130.4186472,1045.611461
261,124.5400051,1048.242014
264,116.0857082,1035.200322
267,111.143588,1028.966867
