position,length,weight
0,104.0094028,1008.364294
3,102.8226971,1102.08104
6,102.5432244,1139.35095
9,101.9348697,1193.039135
12,100.305217,1232.665859
15,104.4141313,1274.53069
18,104.6383969,1302.761056
21,103.355248,1362.896729
24,102.3799392,1464.564468
27,102.6705494,1490.700006
30,100.600131,1521.175743
33,101.3928477,1568.587599
36,103.2967505,1611.959937
39,104.6927732,1727.104909
42,100.5911854,1711.591478
45,102.1829441,1795.464942
48,102.3030477,1857.915013
51,102.9036883,1850.636419
54,103.2137773,1982.119438
57,100.809206,1974.85332
60,101.8554985,2042.592116
63,102.6578603,2078.928839
66,103.0484385,2140.320103
69,103.402967,2164.838238
72,103.4838292,2209.652057
75,101.6951697,2265.496943
78,103.8693461,2338.637668
81,100.0834792,2465.794936
84,102.5072572,2416.184999
87,100.9834152,2503.400207
90,103.0039584,2614.548952
93,109.1982723,2596.618105
96,114.4298921,2547.421907
99,123.3656052,2519.263219
102,130.7230756,2620.174379
105,135.6384093,2576.64959
108,145.363592,2531.608746
111,153.1640873,2619.489498
114,158.3557354,2612.626536
117,167.8557893,2602.784963
120,170.4657383,2520.382882
123,180.4548099,2623.064043
126,188.2056961,2569.033363
129,190.851467,2540.912436
132,202.7419745,2506.405884
135,206.8374147,2533.77067
138,208.2073158,2536.107111
141,214.0431971,2567.373989
144,221.4347572,2588.277894
147,229.0043082,2595.171817
150,233.4594571,2541.133636
153,247.6591681,2592.449909
156,254.0321189,2582.128064
159,263.9779058,2583.275879
162,267.8252106,2529.279457
165,277.4504121,2501.009532
168,277.6528656,2528.765096
171,291.692134,2503.103014
174,294.4741108,2582.236719
177,295.7645136,2588.980059
180,308.1191152,2509.441402
183,309.8129844,2475.548456
186,311.7556404,2517.776372
189,309.43103,2409.575764
192,308.2100391,2326.039876
195,302.4015679,2340.903223
198,307.2986456,2225.573105
201,307.9564679,2190.353838
204,309.5618836,2116.969353
207,302.7970144,2112.146783
210,311.3175663,2092.753959
213,309.1338947,1991.672698
216,309.0815642,1943.708187
219,305.5795974,1862.425908
222,300.1538242,1810.508756
225,313.1165008,1810.071468
228,301.5004292,1733.691317
231,306.6650692,1708.74744
234,311.9741328,1669.263574
237,302.541181,1614.837812
240,302.4206407,1545.832319
243,301.6065881,1455.088845
246,301.9708793,1460.325783
249,311.3527134,1407.953787
252,307.1263303,1330.018429
255,312.7592433,1288.760403
258,314.0532106,1225.325033
261,303.7269986,1175.217765
264,307.6237785,1117.054361
267,303.3471195,1086.669853
180,307.1241618,1000.759669
183,306.5057814,1030.830302
186,300.5286541,1009.344644
189,292.6759416,1037.667556
192,274.2837207,1002.737203
195,278.393008,1030.21272
198,265.3626607,1021.843122
201,257.0149485,1029.131028
204,251.9135549,1041.997664
207,247.5563922,1035.917864
210,234.5403522,1040.884821
213,234.4306564,1038.297082
216,222.0621527,1035.820089
219,214.1800902,1027.611027
222,208.9039224,1005.093866
225,204.6978725,1045.498792
228,202.4422654,1011.258269
231,195.621054,1007.472136
234,187.7354102,1049.778689
237,179.8681534,1042.601622
240,173.1723794,1038.678239
243,160.6083392,1007.779088
246,155.6926604,1026.106731
249,148.3496051,1006.704508
252,142.603655,1026.892257
255,137.4285473,1012.41592
258,132.5754781,1040.768454
261,122.5438133,1010.546552
264,113.4204262,1009.758543
267,109.6138736,1006.690905
