position,length,weight
0,100.6755389,1049.909882
3,103.0113022,1071.015449
6,101.4746422,1106.195219
9,103.0534529,1182.140188
12,100.428942,1245.029799
15,103.9081184,1311.247862
18,104.1344106,1336.932804
21,101.7989437,1414.366275
24,102.6386305,1468.315706
27,104.9948026,1467.438424
30,104.0302471,1525.190801
33,101.7935413,1607.120975
36,102.4196495,1605.674336
39,102.6343353,1666.170721
42,102.342346,1751.109477
45,102.584003,1770.536707
48,104.4859728,1852.463321
51,100.7720508,1877.883013
54,102.4560343,1989.340609
57,100.7734307,2000.452045
60,103.5613183,2043.099483
63,104.6806923,2098.514459
66,101.9594315,2190.813378
69,102.5537516,2175.016495
72,103.9370552,2299.227285
75,102.3830491,2280.626231
78,102.8866759,2349.286823
81,102.9178577,2417.924119
84,101.3782754,2482.381271
87,103.3733566,2514.571692
90,101.3687871,2532.819295
93,111.3471279,2609.106986
96,114.6693693,2537.162829
99,124.4046724,2526.579828
102,130.2765541,2548.611104
105,135.4628155,2562.84873
108,145.4013708,2541.018243
111,152.5591727,2538.391111
114,156.7416732,2597.741475
117,166.3467268,2599.225271
120,171.2881257,2559.398953
123,179.8862239,2572.745313
126,182.4817537,2519.675938
129,188.2479904,2588.704892
132,199.3115248,2555.625411
135,207.7488463,2511.917317
138,216.2231931,2593.346135
141,215.5647305,2623.533288
144,225.920364,2609.350265
147,232.8478726,2579.43953
150,235.9363517,2608.468239
153,251.9797269,2582.821403
156,258.7708993,2516.396783
159,261.1811653,2569.475916
162,260.1920529,2598.857382
165,268.523749,2571.769255
168,276.542398,2515.793021
171,288.7042265,2613.033956
174,295.5376919,2583.427478
177,299.2974786,2610.35561
180,306.0148501,2561.826676
183,302.3571887,2551.482814
186,309.0285381,2439.713773
189,305.8536935,2412.131313
192,305.1960426,2345.243168
195,307.8732068,2298.130105
198,302.5223715,2268.815264
201,305.1714871,2235.502872
204,302.7151557,2156.035276
207,305.9397392,2051.120584
210,301.2011966,2006.336912
213,301.2898847,1993.57619
216,307.5712001,1949.404577
219,306.1593101,1888.937195
222,305.5154133,1802.052256
225,310.1398277,1788.643801
228,310.3210615,1753.333776
231,309.9574704,1699.499745
234,305.138281,1639.798682
237,303.2238953,1568.142881
240,305.9259852,1554.814913
243,309.6148387,1505.999035
246,310.388192,1436.169271
249,314.2132726,1407.488414
252,301.0733064,1348.213429
255,305.6313346,1311.341282
258,312.109262,1227.697923
261,302.7535267,1150.649259
264,302.7837594,1133.774937
267,301.4048367,1054.001646
180,307.1766947,1038.003932
183,305.4421638,1037.617292
186,291.7883104,1039.782102
189,284.9853801,1001.265605
192,284.1400285,1010.328561
195,270.840346,1049.435492
198,264.5842261,1040.913347
201,260.596244,1005.375967
204,257.1078199,1039.167805
207,251.8422422,1023.198613
210,241.3209042,1048.214598
213,227.5904964,1048.89095
216,228.2320604,1026.183859
219,213.767696,1007.826461
222,208.4346376,1041.374865
225,203.8521096,1028.697645
228,199.785848,1019.436764
231,190.9395305,1008.813534
234,180.8320935,1006.280701
237,180.4967237,1006.947887
240,172.9345068,1049.278751
243,163.6845996,1003.615066
246,156.4720697,1007.276164
249,150.034496,1025.65629
252,146.29505,1045.00751
255,133.8429958,1042.195271
258,130.6966952,1049.162359
261,125.5249488,1034.737152
264,118.1316269,1038.718613
267,107.9687888,1044.083084
